Point	Potential(V)	Current(milliAmp)
1	0.000119120814	-0.42710849084
2	0.004256439395	-0.41733722901
3	0.009252446704	-0.410717970226
4	0.014170392416	-0.405044323998
5	0.019244460389	-0.400001095841
6	0.024240467697	-0.395273062168
7	0.029236476868	-0.390545057599
8	0.034232482314	-0.385817023925
9	0.039228491485	-0.381404184736
10	0.044146433473	-0.376676151063
11	0.049220506102	-0.371632922906
12	0.054216511548	-0.366904889233
13	0.059212520719	-0.361546466593
14	0.064130470157	-0.356188014848
15	0.069204539061	-0.351144786691
16	0.074122481048	-0.345155945979
17	0.079196549952	-0.339167105267
18	0.084192559123	-0.333178264555
19	0.089188568294	-0.326559034875
20	0.094184577465	-0.319624581607
21	0.099180579185	-0.312690157443
22	0.104176588356	-0.305125286104
23	0.109172597528	-0.296930054901
24	0.114168606699	-0.288734794594
25	0.119164608419	-0.280224339804
26	0.124238684773	-0.270768272458
27	0.12915661931	-0.260997010628
28	0.134152635932	-0.25059535983
29	0.139148637652	-0.239878485445
30	0.144222706556	-0.228846416576
31	0.149218723178	-0.217499138671
32	0.154136657715	-0.205521457247
33	0.159132674336	-0.192598177819
34	0.16420674324	-0.179359689355
35	0.169202744961	-0.166121215443
36	0.174120694399	-0.151937114424
37	0.179194763303	-0.137753027957
38	0.184190765023	-0.12293853797
39	0.189186781645	-0.108124047983
40	0.194182783365	-0.092994348961
41	0.199178785086	-0.077549448179
42	0.204174801707	-0.062013503339
43	0.209170803428	-0.046432032832
44	0.214166805148	-0.030663210055
45	0.21916282177	-0.014863162505
46	0.223924636841	0.00009379913
47	0.228842586279	0.016120193322
48	0.233916655183	0.031831972592
49	0.238834604621	0.047322060709
50	0.243830606341	0.062533435994
51	0.248904675245	0.077462951594
52	0.253900676966	0.09207893163
53	0.257647693157	0.102945108665
54	0.264204949141	0.120092976431
55	0.269122898579	0.133738474688
56	0.274196952581	0.146884354763
57	0.279192984104	0.159624323715
58	0.284188985825	0.171895895619
59	0.289184987545	0.183761541848
60	0.294102936983	0.19534616149
61	0.299098938704	0.206462398637
62	0.304094940424	0.217297609197
63	0.309169024229	0.227758122492
64	0.314165025949	0.237812695559
65	0.31916102767	0.247492542258
66	0.324235111475	0.256891391473
67	0.329153031111	0.266040442511
68	0.334149062634	0.27500212309
69	0.339066982269	0.283620320261
70	0.344063013792	0.292207318125
71	0.349137067795	0.300544488709
72	0.354133069515	0.308663089527
73	0.359129101038	0.316469435347
74	0.364125102758	0.324025982991
75	0.369121104479	0.331363960868
76	0.374117106199	0.338639452821
77	0.379191190004	0.345696404111
78	0.384187191725	0.352722126991
79	0.389105141163	0.35965416464
80	0.394179195166	0.36652374547
81	0.399253278971	0.373643124476
82	0.404171228409	0.380450277589
83	0.409167230129	0.386445550248
84	0.414085179567	0.391816312913
85	0.419081181288	0.397655443521
86	0.424155235291	0.40374440141
87	0.429229319096	0.409240077715
88	0.434147268534	0.414829410147
89	0.439221322536	0.420231401222
90	0.444139271975	0.42535236571
91	0.449135273695	0.430379674071
92	0.4542093575	0.435438181739
93	0.459127306938	0.440340576461
94	0.464123308659	0.445242942078
95	0.469119310379	0.449957995443
96	0.474193394184	0.45414219494
97	0.479189395905	0.45873230556
98	0.484185397625	0.464696378913
99	0.489181399345	0.468412181363
100	0.494099348783	0.472315354273
101	0.499173402786	0.476062414236
102	0.504169404507	0.47962210374
103	0.509087383747	0.483088108012
104	0.514083385468	0.486710254336
105	0.519157469273	0.490394886583
106	0.524231493473	0.494141888339
107	0.529149472713	0.49757672241
108	0.534145474434	0.500605558045
109	0.539141476154	0.503415823914
110	0.544215559959	0.50603877753
111	0.549055397511	0.508849043399
112	0.554129481316	0.511784281116
113	0.559203565121	0.514407176524
114	0.564121484756	0.517061329447
115	0.569117546082	0.51930960035
116	0.574191570282	0.521495356224
117	0.579187572002	0.52374356892
118	0.584105551243	0.526116695255
119	0.589101552963	0.528302509338
120	0.594175636768	0.530488265213
121	0.599171638489	0.532268139068
122	0.604089558125	0.53407921223
123	0.60916364193	0.536140054464
124	0.61415964365	0.538169697393
125	0.61915564537	0.539668544661
126	0.624151647091	0.541229790542
127	0.629147648811	0.543602916878
128	0.634221732616	0.546100956853
129	0.639139711857	0.547412433662
130	0.644135713577	0.548942480236
131	0.649131715298	0.54962944705
132	0.654205739498	0.550253957044
133	0.659123718739	0.551159493625
134	0.664119720459	0.552033772692
135	0.669193804264	0.553064222913
136	0.674189805984	0.553876103368
137	0.679185807705	0.556217972189
138	0.684181809425	0.557810475584
139	0.689177811146	0.557716819458
140	0.694173812866	0.558403786272
141	0.699247896671	0.559028296266
142	0.704087793827	0.559933832847
143	0.709239900112	0.56096422486
144	0.714157879353	0.561526278034
145	0.719153881073	0.562182045542
146	0.724149882793	0.562962668482
147	0.729223966599	0.563680834603
148	0.734219968319	0.564492715057
149	0.739215970039	0.565429450944
150	0.744133889675	0.566709728446
151	0.749286055565	0.567771377973
152	0.754203975201	0.568146060687
153	0.759199976921	0.56870811386
154	0.764195978642	0.569488795009
155	0.769191980362	0.570644100662
156	0.774187982082	0.571674550883
157	0.779183983803	0.572111690417
158	0.784180045128	0.572236604057
159	0.789176046848	0.572018034291
160	0.794172048569	0.57129986817
161	0.799168050289	0.570987584069
162	0.80416405201	0.572205404751
163	0.809238135815	0.574547273573
164	0.81415605545	0.574703444727
165	0.819230139256	0.573766650632
166	0.824148058891	0.574391160626
167	0.829144060612	0.575171783566
168	0.834140121937	0.574203790165
169	0.839214146137	0.576514517888
170	0.844210147858	0.576857943088
171	0.849128127098	0.576826743782
172	0.854202210903	0.576576916501
173	0.859198212624	0.577482453082
174	0.864194214344	0.578294333536
175	0.869268298149	0.578231876716
176	0.874186217785	0.577701081056
177	0.879104137421	0.577857194003
178	0.884178221226	0.578450446483
179	0.889096200466	0.578825187404
180	0.894170224667	0.578825187404
181	0.899166226387	0.578606617637
182	0.904240310192	0.57873147307
183	0.909158289433	0.57885638671
184	0.914154291153	0.580261519644
185	0.919150292873	0.580417690799
186	0.924146294594	0.580573803745
187	0.929142296314	0.581198313739
188	0.934138298035	0.581510539632
189	0.93921238184	0.581541797146
190	0.944130301476	0.581042142585
191	0.949126303196	0.581010943279
192	0.954200387001	0.581791566219
193	0.959196388721	0.582790817134
194	0.964270472527	0.584102235734
195	0.969110369682	0.582978129387
196	0.974106371403	0.581760366913
197	0.979180455208	0.581541797146
198	0.984176456928	0.581885280553
199	0.989094376564	0.582291162573
200	0.994168460369	0.5826971028
201	0.99916446209	0.58282201644
202	1.004160523415	0.582946930081
203	1.009234547615	0.583165499847
204	1.014152526855	0.583477725741
205	1.019148468971	0.583852466661
206	1.024144530296	0.584102235734
207	1.029218554497	0.583883665968
208	1.034136533737	0.583665096201
209	1.039132475853	0.583696353715
210	1.044206619263	0.584039837122
211	1.049202561378	0.583852466661
212	1.054120540619	0.584476976655
213	1.059194564819	0.58606948005
214	1.064190626144	0.586412963457
215	1.06918656826	0.585663539823
216	1.074026465416	0.584914116189
217	1.07917869091	0.585195142776
218	1.084174633026	0.585569825489
219	1.089170694351	0.58522640029
220	1.094166636467	0.584820460062
221	1.099162697792	0.585444970056
222	1.104158639908	0.58600702323
223	1.109154701233	0.586381705943
224	1.114228725433	0.586381705943
225	1.119146704674	0.586631533224
226	1.12414264679	0.586912559811
227	1.129138708115	0.586506619584
228	1.13413476944	0.586163136177
229	1.139130711555	0.586444162764
230	1.144126772881	0.587068672758
231	1.149200797081	0.58660027571
232	1.154118776321	0.585913308896
233	1.159192800522	0.586225592997
234	1.164110779762	0.587131129578
235	1.169262886047	0.587849295698
236	1.174102783203	0.588192779105
237	1.179176807404	0.588005408645
238	1.184172868729	0.588067865465
239	1.189090847969	0.588505063206
240	1.194164872169	0.58959791204
241	1.199160933495	0.591096759308
242	1.20415687561	0.591908581555
243	1.209152936935	0.592220865656
244	1.214148879051	0.591440242715
245	1.219144940376	0.59037853498
246	1.224218964577	0.590253679547
247	1.229136943817	0.590628362261
248	1.234210968018	0.590940646362
249	1.239207029343	0.591003044974
250	1.244124889374	0.590878189541
