Point	Potential(V)	Current(milliAmp)
92	0.454131275415	0.554250786081
93	0.459127306938	0.562806555536
94	0.464123308659	0.571612094063
95	0.469197362661	0.580979743972
96	0.474193394184	0.591003044974
97	0.47911131382	0.598903105129
98	0.484185397625	0.606865563896
99	0.489181399345	0.615015393123
100	0.494099348783	0.621666375082
101	0.499173402786	0.631627277471
102	0.504169404507	0.639402423985
103	0.509165406227	0.647364882752
104	0.514161467552	0.656201678794
105	0.519079387188	0.663008831907
106	0.524153470993	0.670440436807
107	0.529149472713	0.677559874021
108	0.534145474434	0.685147650074
109	0.539141476154	0.69220457226
110	0.544137477875	0.698355957866
111	0.549133479595	0.705943733919
112	0.554129481316	0.710658787284
113	0.559125483036	0.717059941962
114	0.564199566841	0.723867095076
115	0.569195568562	0.729675055481
116	0.574113547802	0.735295587219
117	0.579187572002	0.741603143979
118	0.584183573723	0.747754529584
119	0.589179635048	0.752969179302
120	0.594175636768	0.75734074926
121	0.599171638489	0.764272757806
122	0.604089558125	0.767520221416
123	0.60916364193	0.772079103626
124	0.614081561565	0.776856613811
125	0.61915564537	0.782820628956
126	0.624151647091	0.788191391621
127	0.629147648811	0.790689431597
128	0.634221732616	0.794623862021
129	0.639139711857	0.798714347184
130	0.644135713577	0.803023460321
131	0.649131715298	0.807426229585
132	0.654205739498	0.810142839327
133	0.659123718739	0.814389495645
134	0.664197802544	0.817480846308
135	0.669193804264	0.821196648758
136	0.674189805984	0.825099821668
137	0.679185807705	0.827441748697
138	0.684181809425	0.829658703879
139	0.689177811146	0.831188750453
140	0.694173812866	0.835903803818
141	0.699169814587	0.838932697661
142	0.704165816307	0.839307380375
143	0.709161877632	0.844178546686
144	0.714157879353	0.845427566674
145	0.719231903553	0.847550865728
146	0.724227905273	0.850798329338
147	0.729145884514	0.853983336128
148	0.734219968319	0.857012171764
149	0.739215970039	0.857480568811
150	0.744133889675	0.859666324686
151	0.74920797348	0.860197178554
152	0.754125893116	0.865474226885
153	0.759199976921	0.868815346621
154	0.764195978642	0.86400663713
155	0.769191980362	0.865599140525
156	0.774187982082	0.870876247063
157	0.779183983803	0.871719326824
158	0.784180045128	0.870407850016
159	0.789176046848	0.875591300428
160	0.794250071049	0.876215810422
161	0.799168050289	0.877777056303
162	0.804242134094	0.876809062902
163	0.80916005373	0.881524116267
164	0.814234137535	0.880899606273
165	0.819230139256	0.884771521669
166	0.824148058891	0.884459295776
167	0.829222142696	0.884865236003
168	0.834140121937	0.886551395524
169	0.839214146137	0.885396031663
170	0.844210147858	0.886176712811
171	0.849206149578	0.888487382326
172	0.854124128819	0.888705952093
173	0.859120130539	0.888705952093
174	0.864194214344	0.890079885721
175	0.869190216064	0.892359297723
176	0.8741081357	0.891984615009
177	0.879182219505	0.893296091817
178	0.884178221226	0.893358548637
179	0.889252305031	0.894763681572
180	0.894170224667	0.894638767932
181	0.899244308472	0.896200013813
182	0.904162287712	0.897480291314
183	0.909158289433	0.899103994016
184	0.914154291153	0.899353821296
185	0.919228315353	0.899947073776
186	0.924224376678	0.900790153537
187	0.929220378399	0.899291364476
188	0.934138298035	0.901102437638
189	0.93921238184	0.902632484213
190	0.94420838356	0.903194537386
191	0.949126303196	0.901008723304
192	0.954122304916	0.900196901057
193	0.959196388721	0.904193730094
194	0.964192390442	0.90434984304
195	0.969110369682	0.905224180315
196	0.974184453487	0.904443557374
197	0.979180455208	0.907503650524
198	0.984176456928	0.908065703698
199	0.989250481129	0.905911147129
200	0.994168460369	0.90825301595
201	0.999242544174	0.908846326638
202	1.004160523415	0.908815069124
203	1.00915646553	0.909970432986
204	1.014152526855	0.907690962777
205	1.019148468971	0.909658148885
206	1.024222612381	0.914997712243
207	1.029140472412	0.905442750081
208	1.034136533737	0.910189002752
209	1.039132475853	0.91084477026
210	1.044128537178	0.911063340027
211	1.049202561378	0.913405208848
212	1.054198622704	0.912031333428
213	1.059272646904	0.912124989554
214	1.06411254406	0.911094539333
215	1.06918656826	0.914997712243
216	1.074182629585	0.911344366614
217	1.079256653786	0.91443565907
218	1.084174633026	0.915840792004
219	1.089170694351	0.913779949769
220	1.094244718552	0.914591772016
221	1.099162697792	0.91534119565
222	1.104236721992	0.915559765417
223	1.109232783318	0.914810341783
224	1.114228725433	0.91509136837
225	1.119224786758	0.916777586099
226	1.124220728874	0.915060169064
227	1.129216790199	0.91468548635
228	1.13413476944	0.91534119565
229	1.139130711555	0.916309189051
230	1.144204854965	0.915372453164
231	1.149200797081	0.916590215638
232	1.154196858406	0.917433295399
233	1.159192800522	0.916340388358
234	1.164188861847	0.917339639273
235	1.169184803963	0.915185082704
236	1.174180865288	0.919431739021
237	1.179254889488	0.917714321986
238	1.184172868729	0.918026606087
239	1.189246892929	0.916933699045
240	1.194242954254	0.916746328585
241	1.19923889637	0.924302905332
242	1.204234957695	0.919962534681
243	1.209152936935	0.918213918339
244	1.214226961136	0.917839235626
245	1.219300985336	0.920743215829
246	1.224218964577	0.919587851968
247	1.229292988777	0.91852620244
248	1.234210968018	0.921211554669
249	1.239207029343	0.919931335375
250	1.244124889374	0.92236691853
