Point	Potential(mV)	Current(microAmp)
173	895.653426647186	145.697791595012
174	890.657424926758	144.917154102586
175	885.661423206329	144.167745020241
176	880.665421485901	143.418335937895
177	875.591337680817	142.668926855549
178	870.673418045044	142.013203003444
179	865.677416324615	141.295007779263
180	860.681354999542	140.576827106997
181	855.685353279114	139.858646434732
182	850.689351558685	139.140465762466
183	845.693349838257	138.422285090201
184	840.697348117828	137.7353182761
185	835.779428482056	137.079579872079
186	830.705344676971	136.361399199814
187	825.709342956543	135.705675347708
188	820.713341236115	135.018708533607
189	815.717339515686	134.331756271422
190	810.721337795258	133.644789457321
191	805.647253990173	132.957837195136
192	800.651252269745	132.302098791115
193	795.655250549316	131.615146528929
194	790.659189224243	130.928179714829
195	785.663187503815	130.241227452643
196	780.667185783386	129.554260638542
197	775.593161582947	128.867308376357
198	770.675182342529	128.180356114171
199	765.679180622101	127.493389300071
200	760.605096817017	126.806437037885
201	755.687177181244	126.119470223784
202	750.691175460815	125.401289551519
203	745.695173740387	124.714337289333
204	740.699172019959	123.996142065153
205	735.625088214874	123.246732982807
206	730.707108974457	122.559780720621
207	725.633084774017	121.810371638276
208	720.637023448944	121.092183690052
209	715.641021728516	120.342774607707
210	710.645020008087	119.593365525361
211	705.649018287659	118.843956443015
212	700.65301656723	118.063326226547
213	695.657014846802	117.282688734122
214	690.739095211029	116.502051241696
215	685.743093490601	115.690192615148
216	680.590927600861	114.878333988599
217	675.594925880432	114.066475362051
218	670.677006244659	113.192159915343
219	665.680944919586	112.380301288795
220	660.606920719147	111.474764707964
221	655.688941478729	110.600456537213
222	650.61491727829	109.726141090505
223	645.696938037872	108.789383375552
224	640.700936317444	107.883846794721
225	635.62685251236	106.884632259607
226	630.630850791931	105.979095678777
227	625.712931156158	104.979888419621
228	620.71692943573	103.980673884507
229	615.642845630646	102.981459349394
230	610.646843910217	101.919795270078
231	605.650842189789	100.858131190762
232	600.65484046936	99.765245977324
233	595.658779144287	98.672353487928
234	590.662777423859	97.517018730287
235	585.66677570343	96.392905106768
236	580.670773983002	95.237563073169
237	575.596690177917	94.019771495368
238	570.678770542145	92.833208327647
239	565.604686737061	91.584195615724
240	560.608685016632	90.335175627843
241	555.612683296204	89.054934505839
242	550.616681575775	87.743472249713
243	545.698761940002	86.400774307549
244	540.702700614929	85.058083641343
245	535.62867641449	83.684171841014
246	530.632674694061	82.310252764728
247	525.558590888977	80.905112554319
248	520.64061164856	79.43751552375
249	515.56658744812	78.032375313342
250	510.648608207703	76.53355714865
251	505.652606487274	75.034738983959
252	500.656604766846	73.53591354331
253	495.660603046417	72.005874244496
254	490.586519241333	70.475827669725
255	485.668569803238	68.914559960831
256	480.594515800476	67.353292251937
257	475.598514080048	65.760796132963
258	470.602512359619	64.199528424069
259	465.684562921524	62.607032305095
260	460.61047911644	60.98331141402
261	455.614477396011	59.390815295046
262	450.618475675583	57.73586963187
263	445.544391870499	56.143373512896
264	440.626442432404	54.488427849719
265	435.630440711975	52.864706958644
266	430.634438991547	51.240989705548
267	425.638437271118	49.586044042371
268	420.64243555069	47.962323151296
269	415.646433830261	46.338602260221
270	410.572350025177	44.746106141247
271	405.576348304749	43.122385250172
272	400.658398866653	41.498667997075
273	395.662397146225	39.906171878101
274	390.666395425797	38.313675759127
275	385.670363903046	36.721183278132
276	380.596309900284	35.097462387057
277	375.5222260952	33.536191040184
278	370.604276657104	31.943698559189
279	365.608274936676	30.351202440215
280	360.612273216248	28.758708140231
281	355.616271495819	27.197438612348
282	350.542187690735	25.604942493374
283	345.624268054962	23.981223421288
284	340.628236532211	22.357502530213
285	335.632234811783	20.765008230228
286	330.558180809021	19.016386431758
287	325.56214928627	17.361440768582
288	320.644229650497	15.612818970112
289	315.570145845413	13.832970580552
290	310.652196407318	11.990672646789
291	305.578142404556	10.11714903143
292	300.582140684128	8.181174962374
293	295.586109161377	6.089074304327
294	290.668159723282	3.965747509938
295	285.906344652176	1.842421056608
296	285.906344652176	1.842421056608
297	285.906344652176	1.842421056608
298	270.918339490891	-5.289124146657
299	265.922337770462	-8.082470230875
300	261.004388332367	-11.050004104618
301	256.008386611938	-14.210729204933
302	251.012355089188	-17.574146113475
303	246.016353368759	-21.149755411898
304	241.098418831825	-24.959726943052
305	236.024349927902	-29.010394428042
306	231.106400489807	-33.320760849165
307	226.110398769379	-37.903493648628
308	221.192449331284	-42.752260924317
309	216.274499893188	-47.889232519083
310	211.27849817276	-53.308067435864
311	206.28248155117	-59.027777751908
312	201.364547014236	-65.023021306843
313	196.446597576141	-71.315967943519
314	191.528648138046	-77.897115261294
315	186.532646417618	-84.760133177042
316	181.536644697189	-91.8923469726
317	176.5406280756	-99.296936241444
318	174.042627215385	-103.087906609289
319	174.042627215385	-103.087906609289
320	174.042627215385	-103.087906609289
321	174.042627215385	-103.087906609289
322	174.042627215385	-103.087906609289
323	174.042627215385	-103.087906609289
324	140.631824731827	-159.18692224659
325	135.557755827904	-168.367187143303
326	130.63982129097	-177.609894308262
327	125.64380466938	-186.97751511354
328	120.569735765457	-196.438806597143
329	115.573726594448	-205.962554900907
330	110.655784606934	-215.517517062835
331	105.581715703011	-225.134936044924
332	100.585706532001	-234.783583437093
333	95.667764544487	-244.369788561016
334	90.515628457069	-253.987207543105
335	85.675746202469	-263.573398115113
336	80.601677298546	-273.097160970792
337	75.683735311031	-282.55843790248
338	70.609666407108	-291.926058707759
339	65.613657236099	-301.168794976547
340	60.6176443398	-310.349045321345
341	55.621638894081	-319.373182719573
342	50.547569990158	-328.272406477481
343	45.629624277353	-336.984288878739
344	40.633615106344	-345.508829923347
345	35.559546202421	-353.846000507474
346	30.641600489616	-361.964601324871
347	25.645595043898	-369.864632375538
348	20.571524277329	-377.514865249395
349	15.575517900288	-384.946499252692
350	10.579511523247	-392.097106669098
351	5.583504214883	-398.904259782285
352	0.66555920057	-405.52404243499
353	-4.408510867506	-411.769113270566
354	-9.404517710209	-417.670700699091
355	-14.400525018573	-423.260062234476
356	-19.396534189582	-428.537139669061
357	-24.470603093505	-433.439534390345
358	-29.38854880631	-437.998445704579
359	-34.462619572878	-442.151416791603
360	-39.458625018597	-445.929676061496
361	-44.454634189606	-449.302024208009
362	-49.450639635325	-452.330888947472
363	-54.446648806334	-454.953813459724
364	-59.442654252052	-457.139598438516
365	-64.438663423061	-458.981900010258
366	-69.43466514349	-460.449489764869
367	-74.430674314499	-461.47993998602
368	-79.348616302013	-462.135678390041
369	-84.500752389431	-462.416704976931
370	-89.418694376946	-462.291791336611
371	-94.414703547955	-461.823423393071
372	-99.410712718964	-461.01154293865
373	-104.406714439392	-459.824979770929
374	-109.402723610401	-458.326161606237
375	-114.476792514324	-456.546316854656
376	-119.394741952419	-454.391760285944
377	-124.468810856342	-452.018633950502
378	-129.464820027351	-449.395709438249
379	-134.382754564285	-446.522986749187
380	-139.456823468208	-443.400436779484
381	-144.452840089798	-440.059317043051
382	-149.370789527893	-436.562084360048
383	-154.366791248322	-432.846252806485
384	-159.440860152245	-429.036765126511
385	-164.436861872673	-425.039906986058
386	-169.432878494263	-421.011820435524
387	-174.428880214691	-416.8588493485
388	-179.42488193512	-412.612193031237
389	-184.420898556709	-408.334308303893
390	-189.494967460632	-404.056452680379
391	-194.490969181061	-399.653654312715
392	-199.48698580265	-395.282113458961
393	-204.482987523079	-390.879315091297
394	-209.478989243507	-386.539002647623
395	-214.475005865097	-382.167432690039
396	-219.392940402031	-377.858348656446
397	-224.388957023621	-373.549235519022
398	-229.463025927544	-369.302579201758
399	-234.459027647972	-365.118379704654
400	-239.455044269562	-360.965408617631
401	-244.372978806496	-356.843665940687
402	-249.368995428085	-352.878036210313
403	-254.443049430847	-348.88117806986
404	-259.439080953598	-344.978005159646
405	-264.435082674026	-341.137289069593
406	-269.431084394455	-337.390229105949
407	-274.427086114883	-333.736854372546
408	-279.423087835312	-330.145936459303
409	-284.419119358063	-326.55501854606
410	-289.493173360825	-323.089014273137
411	-294.489175081253	-319.685437716544
412	-299.407124519348	-316.375546390191
413	-304.403126239777	-313.128111883998
414	-309.399127960205	-309.974333504215
415	-314.473211765289	-306.851812638342
416	-319.469213485718	-303.7917194888
417	-324.465215206146	-300.794083159417
418	-329.461246728897	-297.952559776604
419	-334.37916636467	-295.079837087542
420	-339.453250169754	-292.300770524889
421	-344.449251890183	-289.584160782397
422	-349.445253610611	-286.992464680225
423	-354.441255331039	-284.369511064142
424	-359.43728685379	-281.87150019221
425	-364.433288574219	-279.373460216448
426	-369.429290294647	-277.000333881006
427	-374.425292015076	-274.689635261893
428	-379.421293735504	-272.378965746611
429	-384.417325258255	-270.193180767819
430	-389.491379261017	-268.038653302938
431	-394.409328699112	-265.915325144306
432	-399.40533041954	-263.854453805834
433	-404.479414224625	-261.887238593772
434	-409.39736366272	-259.95125179179
435	-414.393365383148	-258.046522503719
436	-419.46741938591	-256.204220931977
437	-424.385368824005	-254.486833000556
438	-429.459452629089	-252.738187555224
439	-434.455454349518	-251.083256443962
440	-439.373403787613	-249.490753049031
441	-444.369405508041	-247.960706474259
442	-449.521541595459	-246.399460593238
443	-454.439491033554	-244.994298554957
444	-459.435492753983	-243.589151068591
445	-464.431494474411	-242.277674260549
446	-469.427496194839	-240.997440414503
447	-474.501579999924	-239.748420426622
448	-479.419529438019	-238.561857258901
449	-484.415531158447	-237.43775091134
450	-489.411532878876	-236.407300690189
451	-494.407534599304	-235.345636610873
452	-499.481618404388	-234.377657761797
453	-495.656549930573	-228.663411689922
454	-490.660518407822	-225.478419451974
455	-485.664516687393	-222.668139031157
456	-480.668514966965	-220.10765678715
457	-475.672513246536	-217.734530451708
458	-470.754563808441	-215.45507479459
459	-465.758562088013	-213.331746635959
460	-460.606426000595	-211.270860745572
461	-455.610424280167	-209.334888495505
462	-450.692474842072	-207.398916245438
463	-445.696473121643	-205.587843083777
464	-440.700471401215	-203.807998332195
465	-435.704439878464	-202.059381990694
466	-430.708438158035	-200.373207917437
467	-425.712436437607	-198.71826225426
468	-420.716434717178	-197.125758859329
469	-415.72043299675	-195.564498426393
470	-410.646349191666	-194.034451851621
471	-405.728399753571	-192.53563368693
472	-400.654345750809	-191.099272342399
473	-395.65834403038	-189.662896445952
474	-390.740394592285	-188.257748959586
475	-385.744392871857	-186.883844435215
476	-380.670309066772	-185.509925358929
477	-375.674307346344	-184.198448550887
478	-370.678305625916	-182.855757884681
479	-365.682274103165	-181.575524038635
480	-360.686272382736	-180.264061782509
481	-355.612218379974	-179.015041794628
482	-350.694268941879	-177.766021806747
483	-345.698267221451	-176.485787960701
484	-340.7022356987	-175.2679963829
485	-335.706233978271	-174.050204805098
486	-330.710232257843	-172.832413227297
487	-325.714230537415	-171.645850059576
488	-320.64014673233	-170.428058481775
489	-315.722227096558	-169.272723724134
490	-310.648143291473	-168.086146004498
491	-305.652141571045	-166.930811246857
492	-300.656139850616	-165.744248079136
493	-295.660108327866	-164.557684911415
494	-290.664106607437	-163.371121743694
495	-285.668104887009	-162.247000844218
496	-280.750155448914	-161.060437676497
497	-275.676101446152	-159.936331328936
498	-270.680069923401	-158.78098201938
499	-265.684068202972	-157.625647261739
500	-260.688066482544	-156.439084094018
501	-255.692064762115	-155.283749336377
502	-250.618010759354	-154.097171616741
503	-245.621979236603	-152.9418368591
504	-240.782096982002	-151.786502101459
505	-235.708028078079	-150.568710523658
506	-230.712026357651	-149.382147355936
507	-225.637957453728	-148.22679804638
508	-220.641955733299	-147.009021020494
509	-215.64593911171	-145.791229442693
510	-210.649937391281	-144.604666274972
511	-205.653920769691	-143.386874697171
512	-200.657919049263	-142.13785470929
513	-195.661917328835	-140.888834721409
514	-190.587848424911	-139.671043143608
515	-185.669898986816	-138.390809297562
516	-180.673897266388	-137.1105608996
517	-175.677880644798	-135.799098643474
518	-170.68187892437	-134.518864797428
519	-165.68586230278	-133.207387989387
520	-160.689860582352	-131.864697323181
521	-155.615791678429	-130.522006656975
522	-150.697842240334	-129.148087580688
523	-145.701840519905	-127.805396914482
524	-140.705838799477	-126.369035569951
525	-135.709822177887	-124.932659673505
526	-130.713820457458	-123.527526739053
527	-125.639751553535	-122.091150842607
528	-120.72180211544	-120.592332677916
529	-115.725792944431	-119.124742923304
530	-110.729791224003	-117.625924758613
531	-105.655714869499	-116.064649773762
532	-100.659713149071	-114.534610474948
533	-95.663703978062	-112.973335490096
534	-90.667694807053	-111.412067781202
535	-85.671685636044	-109.788350528106
536	-80.675683915615	-108.164625999052
537	-75.75773447752	-106.509680335876
538	-70.683665573597	-104.854734672699
539	-65.687656402588	-103.199789009523
540	-60.769718140364	-101.482393802144
541	-55.695649236441	-99.764998594765
542	-50.699640065432	-98.016374977306
543	-45.625571161509	-96.298979769927
544	-40.707625448704	-94.550356152467
545	-35.711620002985	-92.739282990806
546	-30.715612694621	-90.959438239224
547	-25.797666981816	-89.148365077563
548	-20.645534619689	-87.306070781779
549	-15.727590769529	-85.463769210037
550	-10.731582529843	-83.590246504173
551	-5.735575221479	-81.747952208389
552	-0.739567913115	-79.874422226567
553	4.334501922131	-77.9384499765
554	9.330509230495	-76.064927270636
555	14.326517470181	-74.191404564772
556	19.322523847222	-72.255432314705
557	24.318531155586	-70.288231654558
558	29.314536601305	-68.383480538614
559	34.388609230518	-66.416279878467
560	39.306551218033	-64.480307628401
561	44.302560389042	-62.481885834131
562	49.376629292965	-60.514681536006
563	54.372638463974	-58.547484513838
564	59.368643909693	-56.54905908159
565	64.286589622498	-54.550633649342
566	69.282598793507	-52.520983444993
567	74.278607964516	-50.491333240643
568	79.352676868439	-48.492907808395
569	84.348686039448	-46.432032831945
570	89.344695210457	-44.371157855494
571	94.340696930885	-42.310279241065
572	99.336706101894	-40.249404264614
573	104.332715272903	-38.126079743961
574	109.328724443913	-36.002751585329
575	114.324726164341	-33.816973882495
576	119.32073533535	-31.63119617966
577	124.316737055779	-29.414195523714
578	129.312753677368	-27.165966457687
579	134.386822581291	-24.91773921065
580	139.304772019386	-22.54460923723
581	144.378840923309	-20.171479263809
582	149.296775460243	-17.735897927196
583	154.370844364166	-15.269093637471
584	159.288793802261	-12.739836165565
585	164.28479552269	-10.148129149457
586	169.280812144279	-7.493970770156
587	174.276813864708	-4.746136255562
588	179.272830486298	-1.904625833049
589	183.800458908081	0.624630786206
590	183.800458908081	0.624630786206
591	183.800458908081	0.624630786206
592	198.944598436356	10.2896383396
593	203.940615057945	13.542207852879
594	208.936616778374	16.89295640972
595	213.854566216469	20.354551452329
596	218.928635120392	23.930160750751
597	223.846569657326	27.619784304989
598	228.842586278915	31.432926334674
599	233.838587999344	35.375913284952
600	238.834604620934	39.448750612792
601	243.752539157867	43.657772039296
602	248.826622962952	48.018810048234
603	253.744542598724	52.538205636665
604	258.818626403809	57.215951528633
605	263.736575841904	62.067883845884
606	268.732577562332	67.090833908878
607	273.650527000427	72.287977673113
608	278.646528720856	77.681477705482
609	283.642530441284	83.258673839737
610	288.560479879379	89.038556325249
611	293.556481599808	95.02112516202
612	298.552483320236	101.212724985089
613	299.957633018494	103.014783235267
614	299.957633018494	103.014783235267
615	299.957633018494	103.014783235267
616	299.957633018494	103.014783235267
617	299.957633018494	103.014783235267
618	299.957633018494	103.014783235267
619	334.305167198181	151.068554259837
620	339.30116891861	158.999813720584
621	344.29720044136	167.118414537981
622	349.293202161789	175.424371263944
623	354.367256164551	183.917669346556
624	359.363287687302	192.567109479569
625	364.35928940773	201.372662559152
626	369.355291128159	210.334357689135
627	374.351292848587	219.483394175768
628	379.347294569016	228.663659072481
629	384.4213783741	237.968823057599
630	389.417380094528	247.398886131123
631	394.25727725029	256.828934652731
632	399.331331253052	266.32146909833
633	404.32733297348	275.876431260258
634	409.323334693909	285.368936602026
635	414.31936621666	294.923927867785
636	419.315367937088	304.385204799473
637	424.38942193985	313.846510834992
638	429.307371377945	323.15167482011
639	434.303373098373	332.394381985068
640	439.377456903458	341.449747793376
641	444.373458623886	350.411428371444
642	449.369460344315	359.092082362622
643	454.443544149399	367.61662340723
644	459.283411502838	375.891366275027
645	464.357495307922	383.916281862184
646	469.353497028351	391.660170862451
647	474.427580833435	399.029377149418
648	479.345500469208	406.086299335584
649	484.341531991959	412.83099562861
650	489.41558599472	419.138523284346
651	494.333535432816	425.071339122951
652	499.329566955566	430.567015428096
653	504.403591156006	435.62552309595
654	509.399592876434	440.215662820265
655	514.317572116852	444.368633907288
656	519.391655921936	447.990780230612
657	524.387657642365	451.175787020475
658	529.383659362793	453.767483122647
659	534.379661083221	455.953268101439
660	539.37566280365	457.54574239254
661	544.371664524078	458.732305560261
662	549.367666244507	459.325587144122
663	554.363667964935	459.481729194522
664	559.359669685364	459.169474197552
665	564.355671405792	458.357622846961
666	569.429755210876	457.10860285908
667	574.347734451294	455.422414233908
668	579.421758651733	453.330314485356
669	584.417819976807	450.863532023504
670	589.335739612579	448.053237050772
671	594.409823417664	444.899458670989
672	599.405825138092	441.464682808146
673	604.401826858521	437.748851254582
674	609.397828578949	433.783221524209
675	614.393830299377	429.599022027105
676	619.31174993515	425.258709583431
677	624.385833740234	420.762255089358
678	629.381835460663	416.140886954963
679	634.455919265747	411.425862694159
680	639.295816421509	406.617153203115
681	644.369900226593	401.808443712071
682	649.443924427032	396.906048990786
683	654.36190366745	392.003654269502
684	659.435987472534	387.101259548217
685	664.510011672974	382.261321647093
686	669.427990913391	377.390184439719
687	674.42399263382	372.581474948674
688	679.419994354248	367.83519317396
689	684.415996074677	363.151397323236
690	689.411997795105	358.530029188842
691	694.407999515533	354.002346284688
692	699.482083320618	349.537120200694
693	704.40000295639	345.16557934694
694	709.396064281464	340.887694619596
695	714.392066001892	336.672266712412
696	719.466090202332	332.550524035469
697	724.384069442749	328.522437484935
698	729.458153247833	324.588036164641
699	734.376072883606	320.716091664508
700	739.372074604034	316.969031700864
701	744.368076324463	313.284457661211
702	749.442160129547	309.662311337888
703	754.438161849976	306.165049551055
704	759.434163570404	302.730273688212
705	764.352142810822	299.420382361859
706	769.426167011261	296.172947855666
707	774.422168731689	292.987941065803
708	779.418230056763	289.865420199931
709	784.414231777191	286.836555460468
710	789.488255977631	283.870118437335
711	794.484257698059	280.966167338192
712	799.402236938477	278.15587236546
713	804.476320743561	275.376834906638
714	809.472322463989	272.722652880475
715	814.468324184418	270.099728368223
716	819.464325904846	267.508032266051
717	824.460327625275	265.009992290288
718	829.456329345703	262.543180724606
719	834.452331066132	260.170054389164
720	839.44833278656	257.828156463802
721	844.444334506989	255.5487153586
722	849.440395832062	253.300473559648
723	854.358315467834	251.114688580856
724	859.432399272919	248.960132012144
725	864.350318908691	246.930489083752
726	869.424402713776	244.86961774528
727	874.49848651886	242.902431637049
728	879.494488239288	240.904002566822
729	884.412407875061	238.999258726835
730	889.40840959549	237.125743296929
731	894.482493400574	235.283441725187
732	899.400413036346	233.503596973605
733	904.474496841431	231.723737670109
734	909.470498561859	229.975121328607
735	914.466500282288	228.288947255351
736	919.384479522705	226.696458412334
737	924.458563327789	225.072741159238
738	929.532587528229	223.449009354226
739	934.450566768646	221.91897733137
740	939.446568489075	220.388930756599
741	944.442570209503	218.890112591907
742	949.360489845276	217.422508285381
743	954.43457365036	215.95491853077
744	959.508657455444	214.549785596319
745	964.504659175873	213.207094930112
746	969.422578811646	211.833175853826
747	974.49666261673	210.521699045785
748	979.414641857147	209.179008379579
749	984.488666057587	207.930002943613
750	989.406645298004	206.680982955731
751	994.402647018433	205.43196296785
752	999.398589134216	204.214171390049
753	995.651662349701	200.935508473776
754	990.733683109283	198.99953622371
755	985.659599304199	197.282133740373
756	980.741679668427	195.689644897357
757	975.667595863342	194.128369912505
758	970.671594142914	192.660780157894
759	965.753674507141	191.224418813363
760	960.679590702057	189.850499737076
761	955.683588981628	188.50780907087
762	950.609505176544	187.196332262829
763	945.613503456116	185.916098416783
764	940.695583820343	184.667078428902
765	935.699582099915	183.449286851101
766	930.703520774841	182.2314952733
767	925.707519054413	181.044932105578
768	920.711517333984	179.889597347938
769	915.6374335289	178.765476448461
770	910.641431808472	177.641370100901
771	905.645430088043	176.517249201424
772	900.649428367615	175.424371263944
773	895.653426647186	174.362707184628
774	890.657424926758	173.301043105312
775	885.661423206329	172.239379025996
776	880.743503570557	171.17771494668
777	875.669419765472	170.178493135609
778	870.673418045044	169.179285876453
779	865.755438804626	168.148850207217
780	860.759437084198	167.149642948061
781	855.685353279114	166.11919272691
782	850.689351558685	165.151213877834
783	845.693349838257	164.183220476843
784	840.697348117828	163.215241627768
785	835.623264312744	162.247248226777
786	830.627262592316	161.279269377701
787	825.709342956543	160.34250438679
788	820.713341236115	159.405739395879
789	815.63925743103	158.437745994888
790	810.643255710602	157.532223965973
791	805.725276470184	156.564230564982
792	800.651252269745	155.658693984151
793	795.733273029327	154.72192899324
794	790.659189224243	153.753950144164
795	785.663187503815	152.879627421498
796	780.667185783386	151.942876982503
797	775.671184062958	151.037340401672
798	770.753264427185	150.069347000681
799	765.679180622101	149.13258200977
800	760.761260986328	148.227045428939
801	755.687177181244	147.290294989944
802	750.691175460815	146.353529999033
803	745.695173740387	145.416765008122
804	740.699172019959	144.448771607131
805	735.625088214874	143.512021168135
806	730.629086494446	142.544027767144
807	725.633084774017	141.576048918068
808	720.7151055336	140.639283927158
809	715.641021728516	139.640062116086
810	710.723102092743	138.703311677091
811	705.727100372314	137.67286145594
812	700.65301656723	136.704882606864
813	695.735096931458	135.705675347708
814	690.661013126373	134.675225126557
815	685.665011405945	133.644789457321
816	680.669009685516	132.583125378005
817	675.673007965088	131.552689708769
818	670.677006244659	130.522254039533
819	665.680944919586	129.398133140057
820	660.684943199158	128.336483612657
821	655.688941478729	127.243591123261
822	650.61491727829	126.05702795554
823	645.618855953217	124.932907056063
824	640.700936317444	123.808800708503
825	635.62685251236	122.591009130701
826	630.630850791931	121.404438687023
827	625.712931156158	120.217875519302
828	620.638847351074	118.937634397298
829	615.642845630646	117.688621685375
830	610.646843910217	116.439601697493
831	605.650842189789	115.128139441367
832	600.65484046936	113.816669909284
833	595.736861228943	112.505207653157
834	590.662777423859	111.131288576871
835	585.66677570343	109.788597910665
836	580.670773983002	108.352229290176
837	575.674772262573	106.915860669687
838	570.600688457489	105.479492049199
839	565.682768821716	104.01189501863
840	560.608685016632	102.513076853938
841	555.612683296204	101.014258689247
