Point	Potential(V)	Current(milliAmp)
1	0.000041058287	-0.469030346721
2	0.004256439395	-0.459889502963
3	0.009174384177	-0.453900662251
4	0.01432651747	-0.448542210506
5	0.019244460389	-0.442553369794
6	0.024318531156	-0.437510141637
7	0.029236476868	-0.432151718996
8	0.034154418856	-0.42710849084
9	0.039228491485	-0.421750039095
10	0.044224496931	-0.415761198383
11	0.049220506102	-0.409772357671
12	0.054216511548	-0.404098740546
13	0.059212520719	-0.39779470535
14	0.06420852989	-0.391805864638
15	0.069282598794	-0.385186605854
16	0.074122481048	-0.378252152586
17	0.079196549952	-0.371317728423
18	0.084192559123	-0.363752886187
19	0.089266628027	-0.356188014848
20	0.094184577465	-0.348623172613
21	0.099258646369	-0.340112717822
22	0.104254648089	-0.330971874064
23	0.109172597528	-0.321831001202
24	0.114168606699	-0.312690157443
25	0.119242675602	-0.302918895613
26	0.12416061759	-0.292832410196
27	0.129078567028	-0.281800341327
28	0.134230688214	-0.27013788349
29	0.139148637652	-0.258160202065
30	0.144144654274	-0.246182520641
31	0.149218723178	-0.233259241213
32	0.154214724898	-0.220020752749
33	0.159210726619	-0.206151860766
34	0.164128676057	-0.192282983335
35	0.169202744961	-0.177468478796
36	0.174198746681	-0.162653988809
37	0.179194763303	-0.147524289787
38	0.184190765023	-0.131764187245
39	0.189186781645	-0.116004099254
40	0.194182783365	-0.099613593193
41	0.199178785086	-0.082907885371
42	0.204174801707	-0.067072018282
43	0.209170803428	-0.050553782785
44	0.214088752866	-0.033941876609
45	0.21916282177	-0.017329968614
46	0.22415882349	-0.000811737152
47	0.228842586279	0.014780527636
48	0.233838587999	0.031128885894
49	0.238912656903	0.047252382501
50	0.243830606341	0.063084509748
51	0.248826622963	0.078644268797
52	0.253822624683	0.09386515012
53	0.256945133209	0.102964113466
54	0.264126896858	0.123277961393
55	0.269122898579	0.137547962368
56	0.274118900299	0.151255910168
57	0.27911490202	0.164557932294
58	0.28411090374	0.177516471012
59	0.289184987545	0.190100297914
60	0.294180989265	0.20230942755
61	0.299176990986	0.214081403101
62	0.304094940424	0.225572337513
63	0.309169024229	0.23678225989
64	0.314165025949	0.247461313847
65	0.31916102767	0.257953070104
66	0.324235111475	0.268319883617
67	0.329153031111	0.278436928056
68	0.334149062634	0.288085546345
69	0.339145064354	0.29745316715
70	0.344141066074	0.306570989778
71	0.349137067795	0.315595127176
72	0.354133069515	0.324556807755
73	0.359129101038	0.333424832206
74	0.364125102758	0.342074257787
75	0.369199156761	0.350598798832
76	0.374195158482	0.358561257599
77	0.379191190004	0.366336375009
78	0.384187191725	0.37420517765
79	0.389183193445	0.382479920518
80	0.394179195166	0.390192581108
81	0.399175196886	0.397187075578
82	0.404171228409	0.404743623221
83	0.409167230129	0.412144028815
84	0.41416323185	0.419263436925
85	0.419237285852	0.426476501161
86	0.424155235291	0.433377310401
87	0.429151237011	0.440028321464
88	0.434147268534	0.446616875706
89	0.439221322536	0.452861946542
90	0.444139271975	0.458825990791
91	0.449135273695	0.46491494868
92	0.454131275415	0.470941449748
93	0.459205359221	0.477155292174
94	0.464123308659	0.483837531647
95	0.469197362661	0.489301979542
96	0.474193394184	0.495328451507
97	0.479189395905	0.500605558045
98	0.484185397625	0.505539181177
99	0.489103347063	0.510410347488
100	0.494099348783	0.515312713105
101	0.499173402786	0.520246336237
102	0.504169404507	0.525086245034
103	0.509165406227	0.529364158865
104	0.514161467552	0.533579557668
105	0.519157469273	0.537763757166
106	0.524153470993	0.541510817129
107	0.529149472713	0.545382790733
108	0.534067392349	0.550253957044
109	0.539141476154	0.554563011974
110	0.544215559959	0.558403786272
111	0.549133479595	0.562150788028
112	0.5542075634	0.565772934351
113	0.559203565121	0.569051597267
114	0.564199566841	0.572392717004
115	0.569117546082	0.575827551074
116	0.574191570282	0.57891884353
117	0.579187572002	0.581697910093
118	0.584105551243	0.584383262321
119	0.589179635048	0.587412156165
120	0.594175636768	0.590597162955
121	0.599171638489	0.594156852458
122	0.604089558125	0.597903854214
123	0.609085559845	0.598934304435
124	0.61415964365	0.600495608523
125	0.61915564537	0.603274675086
126	0.624229729176	0.605835113674
127	0.629147648811	0.608520524111
128	0.634065628052	0.6107375375
129	0.639139711857	0.61217386974
130	0.644135713577	0.613360432908
131	0.649131715298	0.615452532656
132	0.654205739498	0.616732810158
133	0.659201800823	0.617856916506
134	0.664197802544	0.619792903308
135	0.669193804264	0.621322949883
136	0.674189805984	0.623134023044
137	0.679185807705	0.626537541393
138	0.684181809425	0.627474335488
139	0.689177811146	0.629035581369
140	0.694173812866	0.630378315691
141	0.699169814587	0.62928540865
142	0.704165816307	0.630877912045
143	0.709239900112	0.631627277471
144	0.714157879353	0.632564071566
145	0.719231903553	0.634000403807
146	0.724149882793	0.635468051769
147	0.729145884514	0.636685814243
148	0.734141886234	0.637185410596
149	0.739137887955	0.637966033537
150	0.74421197176	0.638715457171
151	0.749129891396	0.639933277853
152	0.754125893116	0.641244696453
153	0.759199976921	0.641556980554
154	0.764117956161	0.642306404188
155	0.769191980362	0.643555424176
156	0.774187982082	0.64489810029
157	0.779183983803	0.645709980745
158	0.784180045128	0.646178319585
159	0.789097964764	0.645553809591
160	0.794172048569	0.648239220027
161	0.799168050289	0.647802080493
162	0.804085969925	0.648520246614
163	0.80916005373	0.649394525681
164	0.814077973366	0.650393776596
165	0.819074034691	0.650799716823
166	0.824148058891	0.650768459309
167	0.829144060612	0.651299313176
168	0.834140121937	0.652079936117
169	0.839136123657	0.653110386338
170	0.844132125378	0.653547525872
171	0.849128127098	0.654078379739
172	0.854124128819	0.654609175399
173	0.859198212624	0.653485069051
174	0.864116132259	0.653734896332
175	0.869190216064	0.654515519273
176	0.8741081357	0.655483512674
177	0.879104137421	0.657294585835
178	0.884100139141	0.661072845105
179	0.889174222946	0.656232936308
