Point	Potential(V)	Current(milliAmp)
1	-0.000037004473	-0.281996384729
2	0.004100314341	-0.277312588878
3	0.009174384177	-0.273659214145
4	0.014170392416	-0.270630349405
5	0.019166398793	-0.267820054432
6	0.024162406102	-0.26510344469
7	0.02915841341	-0.262355606537
8	0.034154418856	-0.259607797489
9	0.039228491485	-0.256797502516
10	0.044146433473	-0.253955979133
11	0.049142442644	-0.251114484854
12	0.054216511548	-0.248054391705
13	0.05913445726	-0.245056755375
14	0.06420852989	-0.241871748585
15	0.069204539061	-0.238530628849
16	0.074122481048	-0.235064610024
17	0.079118490219	-0.231504920521
18	0.084270618856	-0.227695418289
19	0.089110501111	-0.223792245379
20	0.094184577465	-0.219639274292
21	0.099102519453	-0.215267718886
22	0.104176588356	-0.210646365304
23	0.109172597528	-0.205806427402
24	0.114090539515	-0.200591777684
25	0.119164608419	-0.195127344341
26	0.12416061759	-0.189319413039
27	0.129078567028	-0.183105570613
28	0.134152635932	-0.176579458639
29	0.139070570469	-0.169584978721
30	0.144144654274	-0.162153330166
31	0.149218723178	-0.154284527525
32	0.154136657715	-0.145947356941
33	0.159132674336	-0.13720424613
34	0.164050608873	-0.127992752823
35	0.169202744961	-0.118312884297
36	0.174198746681	-0.108258303953
37	0.179194763303	-0.09770411998
38	0.184112712741	-0.086712789198
39	0.189186781645	-0.075409196143
40	0.194182783365	-0.063699670136
41	0.199100732803	-0.051709124818
42	0.204174801707	-0.039437545638
43	0.209170803428	-0.026884938052
44	0.214166805148	-0.014207429558
45	0.219240888953	-0.001342568794
46	0.223846569657	0.011119407645
47	0.228920653462	0.024126518838
48	0.233916655183	0.037082958443
49	0.238912656903	0.049925380154
50	0.243986725807	0.06257777568
51	0.248904675245	0.07507182454
52	0.253900676966	0.087280837761
53	0.258896678686	0.099233315268
54	0.260536015034	0.102945108665
55	0.269122898579	0.121685465274
56	0.274196952581	0.132645582198
57	0.27911490202	0.143168537761
58	0.284188985825	0.153223110829
59	0.289184987545	0.162902986631
60	0.294180989265	0.172176922206
61	0.299176990986	0.181013703695
62	0.304172992706	0.18950701633
63	0.309169024229	0.197531946469
64	0.314165025949	0.205213393201
65	0.31916102767	0.212582584936
66	0.32415702939	0.219577064854
67	0.329231113195	0.226228075917
68	0.334149062634	0.232566831983
69	0.339145064354	0.23868700373
70	0.344219118357	0.244463677518
71	0.349215120077	0.250053039053
72	0.354133069515	0.255361344898
73	0.35920715332	0.260451080976
74	0.364125102758	0.265353475697
75	0.369121104479	0.270006072242
76	0.374117106199	0.274408841506
77	0.37911310792	0.278749153949
78	0.384187191725	0.28283969732
79	0.389183193445	0.28674287023
80	0.394179195166	0.2905211295
81	0.399253278971	0.294080848107
82	0.404093146324	0.2976093092
83	0.409167230129	0.300950428937
84	0.41416323185	0.304104178213
85	0.41915923357	0.307226728182
86	0.424155235291	0.310161907692
87	0.429229319096	0.312972202664
88	0.434147268534	0.315688812407
89	0.439221322536	0.318280508509
90	0.444139271975	0.320684863254
91	0.44921335578	0.32305798959
92	0.4542093575	0.325337459799
93	0.459205359221	0.327460787958
94	0.464123308659	0.329521659296
95	0.469197362661	0.331520073814
96	0.474193394184	0.333299918566
97	0.479189395905	0.335173448548
98	0.484185397625	0.336922064889
99	0.489259451628	0.338577025104
100	0.494177401066	0.340138270985
101	0.499173402786	0.341605889844
102	0.504169404507	0.343042251188
103	0.509165406227	0.344416155713
104	0.514161467552	0.345696404111
105	0.519157469273	0.346882967278
106	0.524231493473	0.348100758856
107	0.529149472713	0.349193636794
108	0.534145474434	0.350224087015
